OrderID,DateKey,CustomerID,ProductID,SellerID,Quantity,UnitPrice,Discount,Tax,ShippingCost,GrossAmount,DiscountedAmount,NetAmount,TotalAmount,PaymentMethod,OrderStatus
ORD0065974,20210716,CUST038654,P00008,SELL01687,5,47.81,0.1,25.82,13.42,239.05,23.9,215.15,254.38,UPI,Delivered
ORD0065975,20220207,CUST039998,P00010,SELL00330,3,549.77,0.0,131.94,6.6,1649.31,0.0,1649.31,1787.85,Credit Card,Delivered
ORD0065976,20220318,CUST000934,P00009,SELL00902,5,202.98,0.25,60.89,0.35,1014.9,253.72,761.18,822.42,Credit Card,Delivered
ORD0065977,20210613,CUST044269,P00009,SELL00208,5,291.03,0.0,72.76,0.69,1455.15,0.0,1455.15,1528.6,Credit Card,Delivered
ORD0065978,20201016,CUST044091,P00002,SELL00838,5,449.88,0.0,269.93,9.35,2249.4,0.0,2249.4,2528.68,UPI,Delivered
ORD0065979,20230526,CUST031265,P00031,SELL01650,5,113.5,0.1,25.54,12.32,567.5,56.75,510.75,548.61,Net Banking,Delivered
ORD0065980,20200409,CUST013493,P00039,SELL00001,5,67.42,0.0,16.86,2.3,337.1,0.0,337.1,356.26,Credit Card,Pending
ORD0065981,20200528,CUST027160,P00018,SELL00423,1,268.94,0.05,12.77,8.06,268.94,13.45,255.49,276.32,Net Banking,Cancelled
ORD0065982,20231109,CUST039009,P00010,SELL01231,4,82.83,0.05,0.0,13.6,331.32,16.57,314.75,328.35,Amazon Pay,Pending
ORD0065983,20230324,CUST025058,P00043,SELL01074,2,302.61,0.1,27.23,6.81,605.22,60.52,544.7,578.74,UPI,Delivered
ORD0065984,20210129,CUST039419,P00012,SELL00245,5,10.45,0.05,2.48,11.04,52.25,2.61,49.64,63.16,UPI,Delivered
ORD0065985,20210110,CUST034862,P00050,SELL01303,5,375.79,0.0,225.47,9.17,1878.95,0.0,1878.95,2113.59,Net Banking,Delivered
ORD0065986,20200411,CUST017129,P00009,SELL00118,3,408.91,0.0,147.21,14.96,1226.73,0.0,1226.73,1388.9,UPI,Delivered
ORD0065987,20240708,CUST049492,P00046,SELL01891,1,265.49,0.0,21.24,10.16,265.49,0.0,265.49,296.89,Credit Card,Delivered
ORD0065988,20220220,CUST009943,P00021,SELL00753,4,234.03,0.1,151.65,7.3,936.12,93.61,842.51,1001.46,Net Banking,Delivered
ORD0065989,20200401,CUST007212,P00011,SELL01779,4,585.6,0.0,187.39,12.75,2342.4,0.0,2342.4,2542.54,Credit Card,Pending
ORD0065990,20210214,CUST037829,P00037,SELL01217,1,341.81,0.1,36.92,14.58,341.81,34.18,307.63,359.13,Credit Card,Delivered
ORD0065991,20210209,CUST035833,P00013,SELL01748,1,566.65,0.0,28.33,13.48,566.65,0.0,566.65,608.46,Credit Card,Delivered
ORD0065992,20200121,CUST034782,P00002,SELL00596,2,138.89,0.0,22.22,2.38,277.78,0.0,277.78,302.38,Net Banking,Delivered
ORD0065993,20210923,CUST034197,P00017,SELL01546,3,444.39,0.2,127.98,2.52,1333.17,266.63,1066.54,1197.04,Credit Card,Delivered
ORD0065994,20231202,CUST030502,P00045,SELL00934,4,359.62,0.05,163.99,9.53,1438.48,71.92,1366.56,1540.08,UPI,Delivered
ORD0065995,20200119,CUST032998,P00023,SELL00597,2,573.62,0.0,91.78,2.07,1147.24,0.0,1147.24,1241.09,UPI,Delivered
ORD0065996,20240408,CUST031249,P00050,SELL00364,5,40.56,0.25,18.25,10.1,202.8,50.7,152.10000000000002,180.45,Debit Card,Delivered
ORD0065997,20240410,CUST049427,P00015,SELL01750,3,476.45,0.15,60.75,1.49,1429.35,214.4,1214.9499999999998,1277.19,Debit Card,Shipped
ORD0065998,20200601,CUST006939,P00046,SELL01688,5,378.41,0.2,0.0,14.91,1892.05,378.41,1513.64,1528.55,Amazon Pay,Delivered
ORD0065999,20201027,CUST014397,P00029,SELL00673,4,521.63,0.0,166.92,5.17,2086.52,0.0,2086.52,2258.61,Credit Card,Delivered
ORD0066000,20210216,CUST033426,P00008,SELL01795,5,462.37,0.1,104.03,1.53,2311.85,231.18,2080.67,2186.23,Debit Card,Pending
ORD0066001,20200720,CUST023383,P00041,SELL00720,2,52.8,0.0,19.01,14.37,105.6,0.0,105.6,138.98,Amazon Pay,Delivered
ORD0066002,20200518,CUST043948,P00025,SELL00097,5,486.45,0.25,328.35,3.1,2432.25,608.06,1824.19,2155.64,Credit Card,Pending
ORD0066003,20241220,CUST047113,P00008,SELL00262,2,205.27,0.15,17.45,13.42,410.54,61.58,348.96000000000004,379.83,UPI,Delivered
ORD0066004,20200124,CUST006439,P00031,SELL01178,1,536.98,0.15,36.51,13.8,536.98,80.55,456.43,506.74,Credit Card,Delivered
ORD0066005,20200112,CUST007461,P00024,SELL00438,4,342.02,0.1,98.5,11.28,1368.08,136.81,1231.27,1341.05,Net Banking,Delivered
ORD0066006,20200514,CUST035202,P00048,SELL00800,4,44.84,0.1,19.37,1.05,179.36,17.94,161.42000000000002,181.84,Credit Card,Shipped
ORD0066007,20220724,CUST011103,P00032,SELL00176,1,176.58,0.0,21.19,8.28,176.58,0.0,176.58,206.05,Debit Card,Delivered
ORD0066008,20200321,CUST013664,P00019,SELL00826,1,583.56,0.0,29.18,3.79,583.56,0.0,583.56,616.53,Credit Card,Delivered
ORD0066009,20231010,CUST043755,P00043,SELL00372,3,446.18,0.0,107.08,6.58,1338.54,0.0,1338.54,1452.2,Credit Card,Shipped
ORD0066010,20221229,CUST048410,P00004,SELL01405,1,461.78,0.05,21.93,1.93,461.78,23.09,438.69,462.55,Credit Card,Shipped
ORD0066011,20230512,CUST036821,P00020,SELL01033,3,527.35,0.0,0.0,9.12,1582.05,0.0,1582.05,1591.17,Credit Card,Delivered
ORD0066012,20210813,CUST003453,P00002,SELL00864,4,300.71,0.0,144.34,5.61,1202.84,0.0,1202.84,1352.79,Credit Card,Delivered
ORD0066013,20220918,CUST003027,P00043,SELL01343,1,94.15,0.1,0.0,10.12,94.15,9.42,84.73,94.86,Credit Card,Delivered
ORD0066014,20230726,CUST018767,P00012,SELL01959,1,403.03,0.25,15.11,5.86,403.03,100.76,302.27,323.24,Credit Card,Delivered
ORD0066015,20211211,CUST032317,P00034,SELL01523,2,326.36,0.0,52.22,7.37,652.72,0.0,652.72,712.31,Amazon Pay,Delivered
ORD0066016,20231103,CUST011623,P00041,SELL00474,4,573.23,0.25,85.98,8.8,2292.92,573.23,1719.69,1814.47,Credit Card,Delivered
ORD0066017,20230810,CUST017513,P00049,SELL00120,5,31.09,0.0,27.98,8.62,155.45,0.0,155.45,192.05,Debit Card,Delivered
ORD0066018,20231209,CUST031812,P00028,SELL00905,2,562.08,0.0,56.21,0.55,1124.16,0.0,1124.16,1180.92,UPI,Shipped
ORD0066019,20220307,CUST017078,P00006,SELL00801,4,394.38,0.0,78.88,12.28,1577.52,0.0,1577.52,1668.68,UPI,Delivered
ORD0066020,20231222,CUST024801,P00013,SELL01258,2,508.28,0.05,173.83,3.83,1016.56,50.83,965.73,1143.39,Net Banking,Delivered
ORD0066021,20230325,CUST042426,P00013,SELL01803,3,518.53,0.05,177.34,0.91,1555.59,77.78,1477.81,1656.06,Credit Card,Delivered
ORD0066022,20240530,CUST038375,P00013,SELL00014,5,542.53,0.3,94.94,7.05,2712.65,813.8,1898.85,2000.84,Debit Card,Delivered
ORD0066023,20211231,CUST015387,P00038,SELL00192,4,93.37,0.2,14.94,8.33,373.48,74.7,298.78000000000003,322.05,Credit Card,Cancelled
ORD0066024,20201003,CUST009200,P00044,SELL01552,1,431.1,0.05,73.72,5.9,431.1,21.56,409.54,489.16,Cash on Delivery,Delivered
ORD0066025,20230712,CUST029059,P00022,SELL00521,1,477.69,0.1,77.39,11.43,477.69,47.77,429.92,518.74,Debit Card,Delivered
ORD0066026,20200218,CUST024514,P00047,SELL00813,1,36.87,0.05,2.8,1.2,36.87,1.84,35.029999999999994,39.03,UPI,Delivered
ORD0066027,20210901,CUST039105,P00022,SELL01123,4,392.22,0.0,78.44,14.73,1568.88,0.0,1568.88,1662.05,Credit Card,Shipped
ORD0066028,20201019,CUST007865,P00040,SELL01630,5,298.9,0.1,107.6,4.56,1494.5,149.45,1345.05,1457.21,Net Banking,Delivered
ORD0066029,20221110,CUST014596,P00011,SELL00143,2,8.5,0.0,3.06,2.5,17.0,0.0,17.0,22.56,Debit Card,Delivered
ORD0066030,20240107,CUST026164,P00037,SELL00265,2,116.5,0.05,26.56,10.26,233.0,11.65,221.35,258.17,Cash on Delivery,Pending
ORD0066031,20240407,CUST041939,P00022,SELL01074,3,596.52,0.0,0.0,6.51,1789.56,0.0,1789.56,1796.07,Credit Card,Delivered
ORD0066032,20210416,CUST013377,P00035,SELL00297,5,390.06,0.1,87.76,11.16,1950.3,195.03,1755.27,1854.19,Amazon Pay,Shipped
ORD0066033,20230307,CUST025470,P00025,SELL00596,1,272.93,0.25,10.23,4.62,272.93,68.23,204.7,219.55,UPI,Delivered
ORD0066034,20200817,CUST006927,P00019,SELL00314,5,245.53,0.0,98.21,6.93,1227.65,0.0,1227.65,1332.79,Credit Card,Delivered
ORD0066035,20220417,CUST046017,P00012,SELL00206,5,246.99,0.05,140.78,3.21,1234.95,61.75,1173.2,1317.19,Debit Card,Pending
ORD0066036,20231129,CUST008248,P00044,SELL01077,2,102.96,0.1,14.83,7.72,205.92,20.59,185.33,207.88,Debit Card,Delivered
ORD0066037,20201222,CUST048726,P00006,SELL01992,4,54.27,0.15,33.21,6.77,217.08,32.56,184.52,224.5,UPI,Pending
ORD0066038,20210624,CUST022093,P00016,SELL01966,4,340.05,0.25,183.63,3.69,1360.2,340.05,1020.15,1207.47,Cash on Delivery,Cancelled
ORD0066039,20220406,CUST034386,P00045,SELL00902,5,286.65,0.0,0.0,4.3,1433.25,0.0,1433.25,1437.55,Cash on Delivery,Delivered
ORD0066040,20220724,CUST021506,P00009,SELL01088,3,598.69,0.25,67.35,13.2,1796.07,449.02,1347.05,1427.6,Net Banking,Delivered
ORD0066041,20221110,CUST008621,P00022,SELL00767,3,184.24,0.25,33.16,11.24,552.72,138.18,414.54,458.94,Credit Card,Delivered
ORD0066042,20240622,CUST001199,P00039,SELL00605,1,235.13,0.15,15.99,1.19,235.13,35.27,199.86,217.04,UPI,Delivered
ORD0066043,20240517,CUST038780,P00040,SELL00271,4,466.96,0.0,149.43,9.11,1867.84,0.0,1867.84,2026.38,Credit Card,Delivered
ORD0066044,20220324,CUST007239,P00048,SELL00560,1,36.31,0.0,2.9,0.15,36.31,0.0,36.31,39.36,Amazon Pay,Shipped
ORD0066045,20211006,CUST010018,P00038,SELL00810,5,535.67,0.05,127.22,8.71,2678.35,133.92,2544.43,2680.36,Amazon Pay,Delivered
ORD0066046,20210610,CUST011393,P00032,SELL00160,4,169.65,0.2,65.15,6.2,678.6,135.72,542.88,614.23,Credit Card,Delivered
ORD0066047,20221018,CUST032059,P00023,SELL01152,5,513.58,0.1,115.56,9.26,2567.9,256.79,2311.11,2435.93,Amazon Pay,Shipped
ORD0066048,20230202,CUST013422,P00013,SELL01357,4,547.21,0.25,131.33,10.91,2188.84,547.21,1641.63,1783.87,Credit Card,Delivered
ORD0066049,20210914,CUST001506,P00024,SELL00841,3,142.8,0.15,29.13,8.02,428.4,64.26,364.14,401.29,Net Banking,Delivered
ORD0066050,20220430,CUST042578,P00039,SELL01009,2,374.85,0.0,59.98,2.47,749.7,0.0,749.7,812.15,Amazon Pay,Delivered
ORD0066051,20230921,CUST040581,P00013,SELL00191,1,80.37,0.0,4.02,10.67,80.37,0.0,80.37,95.06,Credit Card,Cancelled
ORD0066052,20210227,CUST001524,P00016,SELL01693,3,560.52,0.0,201.79,3.22,1681.56,0.0,1681.56,1886.57,Net Banking,Delivered
ORD0066053,20210914,CUST043900,P00030,SELL00640,1,214.51,0.1,15.44,11.28,214.51,21.45,193.06,219.78,Debit Card,Delivered
ORD0066054,20200104,CUST025294,P00003,SELL00290,5,384.06,0.15,81.61,12.22,1920.3,288.04,1632.26,1726.08,Credit Card,Returned
ORD0066055,20210413,CUST022709,P00041,SELL00226,5,399.51,0.0,99.88,11.91,1997.55,0.0,1997.55,2109.34,Net Banking,Delivered
ORD0066056,20211025,CUST029823,P00004,SELL00810,3,360.95,0.15,73.63,0.02,1082.85,162.43,920.4199999999998,994.07,Debit Card,Delivered
ORD0066057,20240426,CUST034008,P00010,SELL00463,2,510.14,0.0,51.01,1.73,1020.28,0.0,1020.28,1073.02,Credit Card,Delivered
ORD0066058,20220605,CUST047115,P00017,SELL00784,2,113.16,0.0,18.11,11.41,226.32,0.0,226.32,255.84,Amazon Pay,Delivered
ORD0066059,20210621,CUST005211,P00008,SELL01996,2,119.09,0.05,18.1,13.14,238.18,11.91,226.27,257.51,Credit Card,Delivered
ORD0066060,20230502,CUST019245,P00031,SELL01149,2,220.3,0.2,17.62,0.12,440.6,88.12,352.48,370.22,Amazon Pay,Delivered
ORD0066061,20201225,CUST000331,P00029,SELL00096,2,102.04,0.0,16.33,14.86,204.08,0.0,204.08,235.27,Amazon Pay,Delivered
ORD0066062,20210603,CUST025209,P00040,SELL01522,5,90.25,0.0,22.56,12.92,451.25,0.0,451.25,486.73,Debit Card,Delivered
ORD0066063,20230101,CUST019646,P00042,SELL01849,2,77.38,0.0,7.74,10.47,154.76,0.0,154.76,172.97,UPI,Delivered
ORD0066064,20230106,CUST001301,P00036,SELL01212,1,164.72,0.15,11.2,14.57,164.72,24.71,140.01,165.78,Credit Card,Delivered
ORD0066065,20240810,CUST046646,P00030,SELL01462,2,446.86,0.05,67.92,7.86,893.72,44.69,849.03,924.81,Debit Card,Delivered
ORD0066066,20200308,CUST026020,P00024,SELL00502,3,68.95,0.0,24.82,9.05,206.85,0.0,206.85,240.72,UPI,Delivered
ORD0066067,20211125,CUST016324,P00025,SELL01632,1,426.29,0.1,46.04,14.97,426.29,42.63,383.66,444.67,Amazon Pay,Shipped
ORD0066068,20230919,CUST006389,P00045,SELL00115,3,310.38,0.0,74.49,4.64,931.14,0.0,931.14,1010.27,Net Banking,Delivered
ORD0066069,20200325,CUST046572,P00024,SELL00029,4,530.69,0.0,169.82,2.96,2122.76,0.0,2122.76,2295.54,Cash on Delivery,Delivered
ORD0066070,20240228,CUST048529,P00042,SELL00035,5,405.83,0.05,154.22,14.1,2029.15,101.46,1927.69,2096.01,UPI,Delivered
ORD0066071,20200319,CUST041730,P00042,SELL00888,4,366.64,0.2,140.79,10.18,1466.56,293.31,1173.25,1324.22,Credit Card,Shipped
ORD0066072,20240423,CUST041853,P00023,SELL01633,4,450.62,0.25,108.15,10.69,1802.48,450.62,1351.86,1470.7,Net Banking,Delivered
ORD0066073,20230822,CUST033940,P00006,SELL01701,3,119.0,0.05,27.13,14.19,357.0,17.85,339.15,380.47,UPI,Returned
ORD0066074,20200120,CUST042423,P00025,SELL01133,4,335.17,0.0,107.25,12.89,1340.68,0.0,1340.68,1460.82,Debit Card,Shipped
ORD0066075,20240524,CUST042750,P00001,SELL01929,4,88.27,0.0,0.0,5.12,353.08,0.0,353.08,358.2,Amazon Pay,Delivered
ORD0066076,20200604,CUST039435,P00030,SELL00483,5,143.82,0.25,0.0,13.59,719.1,179.78,539.32,552.92,Net Banking,Shipped
ORD0066077,20230214,CUST016962,P00009,SELL00077,5,391.72,0.05,93.03,11.28,1958.6,97.93,1860.67,1964.98,Debit Card,Delivered
ORD0066078,20220529,CUST040820,P00005,SELL01746,2,329.94,0.05,112.84,12.63,659.88,32.99,626.89,752.36,Net Banking,Delivered
ORD0066079,20220727,CUST046459,P00027,SELL00623,5,108.92,0.0,27.23,8.75,544.6,0.0,544.6,580.58,Amazon Pay,Pending
ORD0066080,20240113,CUST012973,P00014,SELL00870,2,235.81,0.05,35.84,0.22,471.62,23.58,448.04,484.1,Credit Card,Delivered
ORD0066081,20200128,CUST030004,P00012,SELL00870,2,258.08,0.1,37.16,7.68,516.16,51.62,464.54,509.38,Amazon Pay,Delivered
ORD0066082,20210901,CUST005753,P00037,SELL01912,5,481.47,0.3,202.22,2.41,2407.35,722.2,1685.15,1889.78,Credit Card,Delivered
ORD0066083,20220831,CUST011405,P00037,SELL01110,3,213.83,0.05,0.0,4.36,641.49,32.07,609.42,613.78,Debit Card,Delivered
ORD0066084,20230914,CUST011765,P00037,SELL01747,4,173.6,0.2,44.44,9.13,694.4,138.88,555.52,609.09,Debit Card,Shipped
ORD0066085,20240813,CUST031121,P00009,SELL00193,2,22.97,0.1,3.31,0.26,45.94,4.59,41.35,44.92,Debit Card,Delivered
ORD0066086,20231019,CUST001312,P00003,SELL01593,2,129.2,0.0,46.51,13.57,258.4,0.0,258.4,318.48,Net Banking,Returned
ORD0066087,20210222,CUST003640,P00003,SELL01601,1,582.79,0.1,41.96,6.07,582.79,58.28,524.51,572.54,Credit Card,Delivered
ORD0066088,20200122,CUST034095,P00004,SELL01810,5,358.06,0.05,306.14,9.02,1790.3,89.52,1700.78,2015.94,Credit Card,Delivered
ORD0066089,20200917,CUST026486,P00022,SELL01261,5,371.46,0.1,83.58,4.35,1857.3,185.73,1671.57,1759.5,Amazon Pay,Delivered
ORD0066090,20200229,CUST027323,P00009,SELL01220,4,542.58,0.0,260.44,6.97,2170.32,0.0,2170.32,2437.73,Amazon Pay,Shipped
ORD0066091,20220725,CUST027029,P00015,SELL01794,1,308.62,0.0,24.69,8.95,308.62,0.0,308.62,342.26,Amazon Pay,Shipped
ORD0066092,20231207,CUST027809,P00008,SELL00806,4,295.83,0.0,142.0,5.83,1183.32,0.0,1183.32,1331.15,UPI,Delivered
ORD0066093,20200611,CUST040848,P00027,SELL01971,3,149.99,0.05,21.37,14.16,449.97,22.5,427.47,463.0,UPI,Delivered
ORD0066094,20230211,CUST002160,P00013,SELL00768,2,74.92,0.3,8.39,9.35,149.84,44.95,104.89,122.63,Credit Card,Shipped
ORD0066095,20201219,CUST041046,P00043,SELL00173,2,450.92,0.05,68.54,4.23,901.84,45.09,856.75,929.52,Credit Card,Pending
ORD0066096,20200714,CUST042635,P00003,SELL00825,3,454.45,0.05,64.76,7.36,1363.35,68.17,1295.1799999999998,1367.3,Credit Card,Returned
ORD0066097,20221204,CUST043485,P00021,SELL01628,4,220.63,0.0,105.9,13.94,882.52,0.0,882.52,1002.36,Amazon Pay,Shipped
ORD0066098,20210916,CUST028378,P00048,SELL01556,3,495.21,0.0,74.28,12.25,1485.63,0.0,1485.63,1572.16,UPI,Shipped
ORD0066099,20220623,CUST007291,P00042,SELL00265,5,452.15,0.05,386.59,3.95,2260.75,113.04,2147.71,2538.25,Cash on Delivery,Delivered
ORD0066100,20200627,CUST003733,P00011,SELL00781,2,574.88,0.0,91.98,2.2,1149.76,0.0,1149.76,1243.94,Credit Card,Delivered
ORD0066101,20241210,CUST042899,P00020,SELL00175,1,208.19,0.05,9.89,3.07,208.19,10.41,197.78,210.74,Credit Card,Shipped
ORD0066102,20240225,CUST034032,P00018,SELL01539,3,31.18,0.0,7.48,3.82,93.54,0.0,93.54,104.84,Net Banking,Delivered
ORD0066103,20201120,CUST043175,P00026,SELL00777,2,66.49,0.05,0.0,2.59,132.98,6.65,126.32999999999998,128.92,Credit Card,Delivered
ORD0066104,20210104,CUST005135,P00031,SELL00062,1,476.53,0.1,34.31,3.84,476.53,47.65,428.88,467.03,Credit Card,Delivered
ORD0066105,20210721,CUST025119,P00027,SELL00319,4,259.58,0.0,0.0,10.32,1038.32,0.0,1038.32,1048.64,Credit Card,Delivered
ORD0066106,20231002,CUST038058,P00040,SELL01889,1,330.42,0.2,31.72,12.41,330.42,66.08,264.34000000000003,308.47,Debit Card,Delivered
ORD0066107,20220217,CUST041278,P00008,SELL00483,2,353.19,0.2,101.72,4.97,706.38,141.28,565.1,671.79,Debit Card,Delivered
ORD0066108,20220714,CUST026098,P00036,SELL01456,4,393.05,0.15,106.91,0.59,1572.2,235.83,1336.37,1443.87,Amazon Pay,Delivered
ORD0066109,20200424,CUST009137,P00045,SELL01226,2,394.53,0.0,39.45,4.18,789.06,0.0,789.06,832.69,UPI,Delivered
ORD0066110,20201222,CUST011679,P00020,SELL00699,3,556.2,0.05,79.26,12.25,1668.6,83.43,1585.1699999999998,1676.68,UPI,Delivered
ORD0066111,20230405,CUST048178,P00028,SELL01303,4,333.24,0.0,66.65,5.7,1332.96,0.0,1332.96,1405.31,UPI,Delivered
ORD0066112,20231009,CUST023835,P00028,SELL00800,3,173.98,0.15,35.49,8.34,521.94,78.29,443.65,487.48,UPI,Delivered
ORD0066113,20200424,CUST022535,P00026,SELL00930,2,217.04,0.0,34.73,5.3,434.08,0.0,434.08,474.11,Credit Card,Shipped
ORD0066114,20231202,CUST035785,P00042,SELL01495,2,95.06,0.0,9.51,13.07,190.12,0.0,190.12,212.7,Credit Card,Delivered
ORD0066115,20240603,CUST019790,P00002,SELL01425,3,230.47,0.0,82.97,13.0,691.41,0.0,691.41,787.38,Amazon Pay,Delivered
ORD0066116,20220308,CUST031423,P00015,SELL00312,5,598.82,0.05,227.55,10.06,2994.1,149.71,2844.39,3082.01,UPI,Delivered
ORD0066117,20201118,CUST002561,P00036,SELL01705,3,304.4,0.05,69.4,10.34,913.2,45.66,867.5400000000001,947.28,Credit Card,Shipped
ORD0066118,20240413,CUST005521,P00046,SELL00360,2,214.91,0.2,27.51,10.28,429.82,85.96,343.86,381.65,Debit Card,Shipped
ORD0066119,20200211,CUST003905,P00030,SELL00609,3,219.06,0.0,78.86,11.95,657.18,0.0,657.18,747.99,Debit Card,Delivered
ORD0066120,20240123,CUST026347,P00043,SELL01855,3,545.33,0.05,77.71,3.5,1635.99,81.8,1554.19,1635.4,Credit Card,Delivered
ORD0066121,20230216,CUST024893,P00042,SELL00582,5,524.27,0.05,124.51,11.03,2621.35,131.07,2490.28,2625.82,Credit Card,Delivered
ORD0066122,20210727,CUST006802,P00025,SELL00836,4,356.05,0.15,96.85,9.13,1424.2,213.63,1210.5700000000002,1316.55,Credit Card,Delivered
ORD0066123,20240817,CUST022573,P00029,SELL01622,4,226.04,0.05,42.95,11.84,904.16,45.21,858.9499999999999,913.74,UPI,Delivered
ORD0066124,20241225,CUST036568,P00033,SELL00004,5,287.15,0.1,155.06,3.34,1435.75,143.58,1292.17,1450.57,Credit Card,Pending
ORD0066125,20240113,CUST033709,P00003,SELL00648,4,179.7,0.0,86.26,1.96,718.8,0.0,718.8,807.02,Debit Card,Delivered
ORD0066126,20210316,CUST027218,P00046,SELL01049,2,294.35,0.05,44.74,12.18,588.7,29.44,559.26,616.18,Credit Card,Delivered
ORD0066127,20230427,CUST016916,P00050,SELL00283,5,303.78,0.15,64.55,6.21,1518.9,227.84,1291.0600000000002,1361.82,Credit Card,Delivered
ORD0066128,20201011,CUST038541,P00044,SELL01937,2,534.68,0.0,128.32,8.97,1069.36,0.0,1069.36,1206.65,Credit Card,Delivered
ORD0066129,20200413,CUST023730,P00014,SELL00188,2,186.51,0.0,44.76,0.46,373.02,0.0,373.02,418.24,Debit Card,Shipped
ORD0066130,20210722,CUST008140,P00025,SELL01174,1,50.32,0.15,2.14,9.88,50.32,7.55,42.77,54.79,Credit Card,Delivered
ORD0066131,20210401,CUST018977,P00020,SELL00251,2,479.14,0.25,86.25,10.69,958.28,239.57,718.71,815.65,Amazon Pay,Delivered
ORD0066132,20201106,CUST013055,P00022,SELL01477,2,318.93,0.0,51.03,0.51,637.86,0.0,637.86,689.4,Amazon Pay,Delivered
ORD0066133,20240903,CUST024640,P00048,SELL01049,2,29.56,0.15,6.03,5.84,59.12,8.87,50.25,62.12,Debit Card,Delivered
ORD0066134,20231108,CUST018092,P00014,SELL01649,1,364.02,0.25,13.65,4.37,364.02,91.0,273.02,291.03,Credit Card,Delivered
ORD0066135,20240818,CUST047214,P00017,SELL01533,2,562.63,0.0,56.26,12.27,1125.26,0.0,1125.26,1193.79,Credit Card,Delivered
ORD0066136,20230403,CUST010661,P00021,SELL01220,2,123.57,0.05,28.17,4.49,247.14,12.36,234.78,267.44,Amazon Pay,Delivered
ORD0066137,20210210,CUST043020,P00008,SELL00744,3,520.08,0.25,140.42,6.83,1560.24,390.06,1170.18,1317.43,Debit Card,Delivered
ORD0066138,20220424,CUST026197,P00021,SELL00829,2,474.28,0.2,136.59,4.83,948.56,189.71,758.8499999999999,900.27,Debit Card,Shipped
ORD0066139,20210803,CUST032066,P00019,SELL00578,1,212.73,0.0,25.53,4.38,212.73,0.0,212.73,242.64,Debit Card,Delivered
ORD0066140,20240208,CUST025920,P00045,SELL00738,3,526.59,0.1,0.0,3.3,1579.77,157.98,1421.79,1425.09,Credit Card,Shipped
ORD0066141,20221217,CUST033264,P00042,SELL01674,2,224.76,0.0,0.0,1.76,449.52,0.0,449.52,451.28,Net Banking,Delivered
ORD0066142,20211219,CUST017154,P00023,SELL01364,2,94.76,0.0,15.16,8.09,189.52,0.0,189.52,212.77,Debit Card,Delivered
ORD0066143,20231210,CUST049920,P00014,SELL01272,2,334.04,0.0,33.4,3.09,668.08,0.0,668.08,704.57,Net Banking,Shipped
ORD0066144,20210819,CUST015739,P00049,SELL01552,2,532.04,0.0,53.2,14.7,1064.08,0.0,1064.08,1131.98,Cash on Delivery,Shipped
ORD0066145,20240624,CUST010967,P00037,SELL00101,5,197.01,0.05,74.86,0.07,985.05,49.25,935.8,1010.73,Debit Card,Delivered
ORD0066146,20230628,CUST013795,P00049,SELL00196,5,38.09,0.0,0.0,3.11,190.45,0.0,190.45,193.56,Debit Card,Pending
ORD0066147,20230528,CUST013295,P00013,SELL00550,1,51.48,0.0,4.12,8.98,51.48,0.0,51.48,64.58,Credit Card,Shipped
ORD0066148,20230329,CUST027058,P00014,SELL00520,2,580.35,0.0,58.04,2.31,1160.7,0.0,1160.7,1221.05,UPI,Delivered
ORD0066149,20200705,CUST026603,P00022,SELL00225,5,257.38,0.1,92.66,11.39,1286.9,128.69,1158.21,1262.26,Debit Card,Delivered
ORD0066150,20220614,CUST040768,P00022,SELL00439,4,406.11,0.0,81.22,11.04,1624.44,0.0,1624.44,1716.7,Debit Card,Delivered
ORD0066151,20240610,CUST034577,P00049,SELL01588,5,475.53,0.3,133.15,12.53,2377.65,713.3,1664.35,1810.03,Credit Card,Delivered
ORD0066152,20210408,CUST040901,P00029,SELL01834,1,247.35,0.1,0.0,10.76,247.35,24.74,222.61,233.38,Credit Card,Delivered
ORD0066153,20240301,CUST043339,P00036,SELL00107,1,219.8,0.2,14.07,10.25,219.8,43.96,175.84,200.16,Credit Card,Returned
ORD0066154,20201125,CUST006015,P00041,SELL00020,4,253.51,0.1,73.01,7.5,1014.04,101.4,912.64,993.15,Amazon Pay,Delivered
ORD0066155,20201214,CUST041896,P00024,SELL00920,3,493.71,0.05,112.57,0.64,1481.13,74.06,1407.0700000000002,1520.28,Debit Card,Delivered
ORD0066156,20210514,CUST012995,P00027,SELL01083,5,59.82,0.0,53.84,8.72,299.1,0.0,299.1,361.66,Debit Card,Delivered
ORD0066157,20240817,CUST001183,P00019,SELL00915,4,241.43,0.05,45.87,6.52,965.72,48.29,917.43,969.82,Amazon Pay,Delivered
ORD0066158,20210504,CUST014129,P00024,SELL00184,1,76.16,0.1,5.48,7.13,76.16,7.62,68.53999999999999,81.15,Credit Card,Delivered
ORD0066159,20221001,CUST027110,P00040,SELL00558,1,352.09,0.0,17.6,4.53,352.09,0.0,352.09,374.22,UPI,Delivered
ORD0066160,20201006,CUST014743,P00018,SELL01538,2,34.84,0.2,4.46,11.11,69.68,13.94,55.74000000000001,71.31,Credit Card,Delivered
ORD0066161,20220504,CUST004591,P00024,SELL00815,3,75.3,0.05,25.75,0.41,225.9,11.3,214.6,240.76,Net Banking,Delivered
